City,Date,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
New Delhi,01-01-2021,180.57,458.9,42.35,10.03,1.57,19.04,336
New Delhi,02-01-2021,146.71,371.52,27.41,10.05,1.14,13.37,351
New Delhi,03-01-2021,76.94,190.39,13.17,10.32,0.96,14.67,241
New Delhi,04-01-2021,58.12,111.38,67.6,12.79,1.01,12.77,90
New Delhi,05-01-2021,44.66,86.96,55.96,9.97,1.41,15.82,99
New Delhi,06-01-2021,74.92,158.51,24.95,10.87,1.14,18.63,125
New Delhi,07-01-2021,68.94,158.37,21.69,9.63,1.22,17.04,164
New Delhi,08-01-2021,67.81,154.24,15.97,10.32,1.3,17.07,125
New Delhi,09-01-2021,82.81,197.12,18.89,10.39,1.18,21.45,182
New Delhi,10-01-2021,72.44,152.12,14.32,9.53,1,16.58,148
New Delhi,11-01-2021,80.95,167.24,15.17,9.83,1.15,24.15,167
New Delhi,12-01-2021,84.14,213.35,13.37,12.27,0.95,16.6,185
New Delhi,13-01-2021,116.08,315.32,22.61,13.57,1.64,15.13,253
New Delhi,14-01-2021,218.99,500.68,45.65,13.48,1.56,20.03,349
New Delhi,15-01-2021,228.87,571.14,36.16,15.02,1.92,22.8,435
New Delhi,16-01-2021,118.15,240.92,18.57,11.12,1.29,17.76,303
New Delhi,17-01-2021,108.19,203.19,13.28,11.1,1.53,18.45,232
New Delhi,18-01-2021,125.55,250.27,14.53,18.76,1.08,20.38,263
New Delhi,19-01-2021,143.08,329.33,8.81,9.78,1.37,15.31,316
New Delhi,20-01-2021,72.58,152.81,5.31,12,0.92,17.18,134
New Delhi,21-01-2021,84.71,187.89,8.86,12.27,1,22.61,172
New Delhi,22-01-2021,122.53,305.75,10.68,11.97,1.22,17.72,278
New Delhi,23-01-2021,80.89,204.21,5.36,11.51,1.47,22.88,187
New Delhi,24-01-2021,106.69,239.53,5.41,11.07,1.28,10.07,235
New Delhi,25-01-2021,96.73,231.87,10.72,11.98,1.24,15.64,205
New Delhi,26-01-2021,91.3,215.82,12.56,10.59,1.12,18.47,196
New Delhi,27-01-2021,94.92,208.69,16.14,11.63,1.7,19.2,216
New Delhi,28-01-2021,115.76,248.76,27.12,13.01,1.26,17.71,236
New Delhi,29-01-2021,113.86,268.99,32.37,11.29,1.1,22.87,268
New Delhi,30-01-2021,92.29,222.38,31.47,12.22,1.19,22.78,200
New Delhi,31-01-2021,93.15,227.62,32.01,13.54,0.92,23.08,214
New Delhi,01-02-2021,115.01,250.44,38.94,12.02,1.4,23.36,251
New Delhi,02-02-2021,122.27,281.65,39.95,14.12,1.24,25.18,269
New Delhi,03-02-2021,89.64,221.46,33.11,11.99,1.15,28.06,208
New Delhi,04-02-2021,77.81,184.34,30.9,8.67,1.31,16.49,203
New Delhi,05-02-2021,55.97,112.64,29.43,5.52,1.84,17.04,104
New Delhi,06-02-2021,58.99,117.16,28.84,5.91,0.92,20.45,109
New Delhi,07-02-2021,66.47,172.36,30.16,4.97,0.68,16.88,134
New Delhi,08-02-2021,86.35,268.63,19.73,6.84,1.34,18.27,178
New Delhi,09-02-2021,94.92,231.97,38.32,8.08,1.17,17.72,217
New Delhi,10-02-2021,88.67,221.18,40.73,5.4,1.15,20.53,191
New Delhi,11-02-2021,104.58,233.99,38.6,8.39,1.22,17.79,232
New Delhi,12-02-2021,96.35,217.19,33.97,7.28,1.17,14.9,215
New Delhi,13-02-2021,86.45,250.34,29.72,7.86,1.55,19.41,183
New Delhi,14-02-2021,120.71,350.54,38.24,7.83,1.3,28.98,319
New Delhi,15-02-2021,108.76,284.39,38.33,7.36,1.14,27.1,257
New Delhi,16-02-2021,100.8,281.46,42.79,7.1,1.06,30.63,234
New Delhi,17-02-2021,108.28,360.99,38.9,7.59,1.21,28.22,295
New Delhi,18-02-2021,103.04,324.7,41.04,8.08,1.04,23.51,289
New Delhi,19-02-2021,86.08,316.81,33.87,7.03,1.24,20.17,275
New Delhi,20-02-2021,62.31,169.41,31.88,7.18,0.94,28.24,159
New Delhi,21-02-2021,95.2,369.53,34.27,10.06,1.08,22.06,281
New Delhi,22-02-2021,86.43,357.19,32.99,7.74,1.12,20.63,283
New Delhi,23-02-2021,78.79,367.3,35.62,8.68,1.09,24.41,287
New Delhi,24-02-2021,91.83,398.59,36.92,9.24,1.66,23.62,360
New Delhi,25-02-2021,82.2,407.85,33.76,8.48,0.89,17.98,309
New Delhi,26-02-2021,71.37,271.28,29.92,13.06,1.05,19.6,245
New Delhi,27-02-2021,79.63,219.59,26.75,10.27,1.47,25.87,184
New Delhi,28-02-2021,83.1,274.57,28.3,11.96,1.29,36.29,253
New Delhi,01-03-2021,65.2,224.29,31.05,10.37,1.04,25.26,186
New Delhi,02-03-2021,65.13,245.93,26.58,10.07,0.99,31.19,195
New Delhi,03-03-2021,67.71,297.37,33.79,15.74,1.29,27.97,219
New Delhi,04-03-2021,97.47,318.17,46.37,11.82,1.35,26.03,292
New Delhi,05-03-2021,82.26,302.97,34.09,10.13,1.21,26.37,282
New Delhi,06-03-2021,75.4,315.77,37.48,14.53,1.15,22.72,222
New Delhi,07-03-2021,79.9,287.48,40.27,11.03,1.02,32.92,285
New Delhi,08-03-2021,78.7,253.83,29.79,7.3,0.81,36.51,197
New Delhi,09-03-2021,93.4,315.09,30.26,7.14,0.96,30.19,255
New Delhi,10-03-2021,80.45,248.73,30.08,8.9,1.37,23.29,203
New Delhi,11-03-2021,101.69,319.12,31.24,8.67,1.33,14.32,302
New Delhi,12-03-2021,67.1,201.91,27.53,6.67,0.82,11.22,174
New Delhi,13-03-2021,78.91,302.96,27.97,11.06,1.08,15.49,241
New Delhi,14-03-2021,66,238.62,24.15,10.01,0.93,14.11,209
New Delhi,15-03-2021,74.58,284.16,26.14,13.11,0.68,15.64,220
New Delhi,16-03-2021,172.6,402.58,29.47,15.91,1.44,10.54,299
New Delhi,17-03-2021,209.64,423.31,28.42,12.19,0.72,9.26,402
New Delhi,18-03-2021,216.6,421.63,30.68,13.95,0.7,29.91,376
New Delhi,19-03-2021,177.01,351.88,30.42,10.8,0.76,22.33,360
New Delhi,20-03-2021,143.86,310.02,28.43,12.5,0.69,15.35,327
New Delhi,21-03-2021,171.25,296.35,29.6,10.22,0.72,19.76,336
New Delhi,22-03-2021,108.25,226.09,30.51,9.3,0.4,24.28,261
New Delhi,23-03-2021,101.71,266.63,30.85,7.53,0.5,17.38,264
New Delhi,24-03-2021,80.51,251.9,28.92,10.7,0.59,21.23,201
New Delhi,25-03-2021,59.72,187.75,24.65,9.43,0.42,25.48,178
New Delhi,26-03-2021,91.65,226.56,28.72,13.93,0.54,27.59,202
New Delhi,27-03-2021,130.48,230.24,28.67,10.78,0.64,19.98,263
New Delhi,28-03-2021,181.79,321.48,42.29,12.11,1.01,15.1,319
New Delhi,29-03-2021,164.92,247.41,27.1,10.66,0.93,19.01,338
New Delhi,30-03-2021,258.36,369.35,22.69,9.19,0.81,22.93,370
New Delhi,31-03-2021,139.71,302.2,21.68,10.88,0.88,31.03,301
New Delhi,01-04-2021,147.41,286.62,25.42,14.26,0.72,27.1,283
New Delhi,02-04-2021,103.96,225.58,33.5,19.18,0.93,23.99,274
New Delhi,03-04-2021,95.11,198.83,36.44,14.55,1.02,24.44,228
New Delhi,04-04-2021,127.36,275.25,43.92,16.21,1.12,18.14,255
New Delhi,05-04-2021,140.43,274.95,52.49,15.62,1.07,29.93,284
New Delhi,06-04-2021,156.4,339.72,44.03,14.49,0.85,53.1,327
New Delhi,07-04-2021,136.94,295.23,29.76,9.99,1,40.95,306
New Delhi,08-04-2021,97.03,198.67,31.74,11.64,1.16,37.81,228
New Delhi,09-04-2021,114.99,249.55,36.75,18.06,0.98,36.14,249
New Delhi,10-04-2021,107.9,236.35,41.01,14.5,1.13,33.91,252
New Delhi,11-04-2021,112.5,261.79,39.14,18.09,1.1,37.97,245
New Delhi,12-04-2021,133.88,318.96,41.64,20.3,0.74,37.25,298
New Delhi,13-04-2021,135.06,366.24,41.2,16.95,1.35,31.69,299
New Delhi,14-04-2021,122.01,287.15,37.14,18.45,1.05,37.48,275
New Delhi,15-04-2021,135.46,327.8,38.92,19.4,0.94,35.23,300
New Delhi,16-04-2021,166.52,341.41,35.41,15.95,1.02,32.42,324
New Delhi,17-04-2021,53.55,119.2,21.03,9.16,1.16,27.07,168
New Delhi,18-04-2021,92.27,201.57,25.38,11.06,1,35.33,159
New Delhi,19-04-2021,133.88,297.82,36.4,19.03,0.91,34.3,278
New Delhi,20-04-2021,98.76,240.34,24.19,14.86,0.94,43.34,267
New Delhi,21-04-2021,57.11,126.36,19.33,10.79,0.52,35.53,134
New Delhi,22-04-2021,67.89,154.22,19.74,10.72,0.66,45.58,134
New Delhi,23-04-2021,55.75,137.37,19.21,9.4,0.91,43.95,126
New Delhi,24-04-2021,79.7,158.31,23.98,11.8,0.81,40.56,131
New Delhi,25-04-2021,108.96,251.43,33.28,14.02,0.97,41.9,251
New Delhi,26-04-2021,142.25,318.53,42.64,18,0.91,42.57,281
New Delhi,27-04-2021,170.74,379.11,45.61,19.6,0.76,41.16,330
New Delhi,28-04-2021,185.21,403.15,40.86,22.83,0.81,38.36,354
New Delhi,29-04-2021,211.34,431.23,33.92,20.27,0.91,41.43,363
New Delhi,30-04-2021,107.36,426.43,32.9,17.85,0.92,45.41,336
New Delhi,01-05-2021,56.23,259.15,23.7,11.75,0.83,53.12,270
New Delhi,02-05-2021,49.68,250.12,25.55,11.52,0.72,33.96,196
New Delhi,03-05-2021,141.06,427.52,23.54,15.44,0.6,28.56,325
New Delhi,04-05-2021,130.35,221.83,23.83,14.67,0.58,32.01,319
New Delhi,05-05-2021,87.81,229.07,20.09,12.49,0.83,50.72,185
New Delhi,06-05-2021,53.63,178.03,17.37,9.21,0.81,47.15,160
New Delhi,07-05-2021,26.86,141.9,19.73,10.44,0.78,45.7,132
New Delhi,08-05-2021,40.85,163.05,22.93,11.83,1.02,43.42,146
New Delhi,09-05-2021,86.61,150.4,19.07,9.49,0.59,51.94,169
New Delhi,10-05-2021,61.19,131.2,22.13,9.45,0.75,50.08,141
New Delhi,11-05-2021,60.62,164.18,16.35,8.89,0.88,47.15,138
New Delhi,12-05-2021,64,164.21,17.49,9.27,1.13,42.07,146
New Delhi,13-05-2021,39.06,102.43,18.84,8.32,0.73,38.19,126
New Delhi,14-05-2021,42.51,120.9,17.49,8.16,0.81,43.98,107
New Delhi,15-05-2021,79.04,208.03,19.01,8.85,0.72,39.21,148
New Delhi,16-05-2021,81.39,173.07,24.46,9.32,0.73,44.51,186
New Delhi,17-05-2021,98.98,228.86,32.35,13.59,0.59,34.11,236
New Delhi,18-05-2021,23.69,79.7,17.75,7.26,0.51,20.32,107
New Delhi,19-05-2021,23.4,69.95,13.63,7.57,0.58,18.66,80
New Delhi,20-05-2021,30.79,53.18,16.02,6.3,0.66,32.25,43
New Delhi,21-05-2021,33.65,69.03,15.62,5.39,0.71,35.54,71
New Delhi,22-05-2021,38.24,71.3,19.33,5.56,0.79,44.61,66
New Delhi,23-05-2021,310.48,327.8,16.57,6.28,0.63,38.88,289
New Delhi,24-05-2021,89.56,171.73,21.2,7.68,0.66,42.35,240
New Delhi,25-05-2021,71.25,179.11,25.91,8.03,0.62,46.08,160
New Delhi,26-05-2021,83.75,174.2,32.04,9.32,0.65,41.45,158
New Delhi,27-05-2021,72.48,178.35,28.85,8.24,0.77,40.1,171
New Delhi,28-05-2021,39.76,120.11,17.35,7.15,0.51,44.79,119
New Delhi,29-05-2021,39.99,119.86,13.75,5.63,0.59,41.08,100
New Delhi,30-05-2021,57.64,152.14,14.21,6.53,0.59,40.93,112.5
New Delhi,31-05-2021,53.55,145.91,23.36,6.24,0.53,33.06,125
New Delhi,01-06-2021,43.64,157.06,18.63,5.23,0.64,43.67,173
New Delhi,02-06-2021,57.22,147.95,23.29,6.42,0.7,35.31,134
New Delhi,03-06-2021,62.65,162.77,20.13,8,0.52,51.53,122
New Delhi,04-06-2021,61.52,175.35,20.48,6.48,0.57,35.88,160
New Delhi,05-06-2021,48,131.85,20.2,5.75,0.51,29.96,145
New Delhi,06-06-2021,57,166.19,17.59,5.96,0.65,21.85,130
New Delhi,07-06-2021,79.08,223.09,28.51,9.34,1.02,40.6,180
New Delhi,08-06-2021,156.9,444.96,22.89,9.52,0.61,14.71,219
New Delhi,09-06-2021,149.78,338.64,19.12,8.19,0.55,15.73,377
New Delhi,10-06-2021,98.24,309.53,14.46,5.95,0.59,15.54,293
New Delhi,11-06-2021,63.99,203.74,19.33,6.2,0.65,19.32,164
New Delhi,12-06-2021,42.37,136.71,14.86,5.82,1.8,17.38,176
New Delhi,13-06-2021,31.13,99.76,18.54,6.26,1.37,17.77,144.5
New Delhi,14-06-2021,39.41,135.64,22.53,7.27,0.94,16.56,113
New Delhi,15-06-2021,35.16,137.37,14.85,5.3,1.15,15.35,123
New Delhi,16-06-2021,25.61,111.25,18.53,6.25,1.64,16.29,123
New Delhi,17-06-2021,45.16,115.22,18.69,4.7,1.19,15.92,109
New Delhi,18-06-2021,31.19,84.86,12.71,6,1.15,15.02,92
New Delhi,19-06-2021,27.25,78.47,12.66,6.87,0.97,15.56,81
New Delhi,20-06-2021,29.87,62.71,11.54,5.85,0.68,16.46,69
New Delhi,21-06-2021,44.18,90.01,16.47,7.66,0.88,20.81,74
New Delhi,22-06-2021,87.14,186.84,20.76,8.11,0.73,32.06,126
New Delhi,23-06-2021,90.68,325.54,25.56,8.86,0.73,16.31,289
New Delhi,24-06-2021,62.1,190.03,18.35,5.84,0.59,15.36,143
New Delhi,25-06-2021,82.57,224.07,19.47,6.57,0.67,24.19,152
New Delhi,26-06-2021,55.33,174.25,27.38,6.45,0.65,21.79,161
New Delhi,27-06-2021,91.03,225.75,23.85,7.67,0.82,15.55,171
New Delhi,28-06-2021,64.22,176.07,17.78,5.19,0.78,17.67,161
New Delhi,29-06-2021,135.19,270.65,28.34,8.22,1.07,13.81,210
New Delhi,30-06-2021,179.04,452.06,22.02,7.59,0.78,22.52,298
New Delhi,01-07-2021,93.52,282.55,21.21,6.97,0.79,32.74,301
New Delhi,02-07-2021,94.91,294.19,21.49,8.52,0.85,29.18,273
New Delhi,03-07-2021,61.86,166.37,19.9,6.41,0.68,11.53,157
New Delhi,04-07-2021,67.48,202.76,24.17,6.63,0.71,11.17,160.5
New Delhi,05-07-2021,71.42,194.87,19.26,6.64,0.88,17.75,164
New Delhi,06-07-2021,48.36,203.22,19.92,8.3,0.91,19.58,171
New Delhi,07-07-2021,45.19,246.24,22.84,7.16,0.8,9.99,212
New Delhi,08-07-2021,77.28,238.49,19.86,7.46,1.42,26.81,177
New Delhi,09-07-2021,57.74,141.15,21.06,6.41,1.31,55.59,173
New Delhi,10-07-2021,38.53,92.37,18.03,5.05,1.68,57.67,130
New Delhi,11-07-2021,44.34,118.52,15.07,5.56,0.52,46.55,101
New Delhi,12-07-2021,29.66,100.48,15.57,6.19,0.79,36.43,106
New Delhi,13-07-2021,28.25,72.23,22.82,7.92,0.43,23.18,77
New Delhi,14-07-2021,40.64333333,90.55,23.81,7.59,1.07,24.96,88
New Delhi,15-07-2021,53.03666667,119.85,20.37,4.93,0.84,24.79,102
New Delhi,16-07-2021,65.43,118.07,20.32,5.9,0.67,31.89,100
New Delhi,17-07-2021,47.13,122.45,18.02,5.46,0.66,34.65,138
New Delhi,18-07-2021,14.26,111.96,19.24,5.45,0.59,30.97,109
New Delhi,19-07-2021,8.33,42.62,17.87,5.06,0.7,24.3,66
New Delhi,20-07-2021,13.03,67.13,21.17,5.63,0.62,28.5,55
New Delhi,21-07-2021,15.03,91.89,21.6,6.73,0.74,23.16,67
New Delhi,22-07-2021,18.3,128.38,16.94,4.46,0.7,27.51,136
New Delhi,23-07-2021,18.05,57.07,18.72,4.47,0.57,31.17,55
New Delhi,24-07-2021,25.3,117.23,23.64,5.42,0.75,38.63,92
New Delhi,25-07-2021,25.32,82.54,21.48,5.64,0.62,34.08,99
New Delhi,26-07-2021,36.58,87.93,18.85,5.23,0.78,37.97,72
New Delhi,27-07-2021,25.44,65.92,16.85,4.85,0.64,18.37,83
New Delhi,28-07-2021,15.33,35.48,15.8,4.43,0.53,17.41,42
New Delhi,29-07-2021,21.49,53.18,16.61,4.81,0.7,18.13,49
New Delhi,30-07-2021,26.06,75.76,22.56,7.21,1.24,23.69,76
New Delhi,31-07-2021,17.19,47.57,19.46,4.53,1.03,29.65,55
New Delhi,01-08-2021,19.22,63.36,21.01,4.75,1.09,21.84,67
New Delhi,02-08-2021,22.73,73.49,27.53,5.58,1.07,21.47,76
New Delhi,03-08-2021,21.51,66.33,21.93,4.91,0.85,27.78,61
New Delhi,04-08-2021,26.42,62.72,22.88,4.54,1.01,30.63,62
New Delhi,05-08-2021,45.36,104.71,25.82,4.79,0.73,33.69,94
New Delhi,06-08-2021,36.91,99.92,26.4,4.75,0.66,38.31,101
New Delhi,07-08-2021,36.9,85.27,27.24,5.61,0.68,22.99,94
New Delhi,08-08-2021,40.79,71,27.17,5.12,0.6,20.32,87
New Delhi,09-08-2021,54.97,83.81,27.89,5.17,0.91,30.71,96
New Delhi,10-08-2021,52.76,154.44,22.69,5.66,0.72,24.15,105
New Delhi,11-08-2021,69.42,136.1,19.03,4.29,0.98,23.21,142
New Delhi,12-08-2021,54.86,80.4,17.98,5.77,0.53,27.19,121
New Delhi,13-08-2021,50.37,85.57,17.89,5.8,0.56,26.78,103
New Delhi,14-08-2021,42.78,74.9,17.82,7.07,1.12,29.37,90
New Delhi,15-08-2021,48.9,79.18,15.94,6.13,1.03,30.63,77
New Delhi,16-08-2021,52.63,88.34,19.07,6.61,1.34,29.42,101
New Delhi,17-08-2021,47.74,91.43,20.55,6.1,0.78,37.08,93
New Delhi,18-08-2021,52.81,89.92,21.78,7.11,0.64,42.54,92
New Delhi,19-08-2021,54.32,84.84,31.28,5.61,0.82,43.2,98
New Delhi,20-08-2021,40.87,78.49,24.43,5.62,0.89,28.28,81
New Delhi,21-08-2021,19.35,46.99,19.45,5.98,1.11,24.46,60
New Delhi,22-08-2021,17.78,68.4,17.26,5.81,0.39,29.15,50
New Delhi,23-08-2021,30.14,90.4,20.48,3.89,1.1,27.18,88
New Delhi,24-08-2021,35.75,96.08,23.2,5.17,0.6,24.06,103.5
New Delhi,25-08-2021,49.39,159.95,23.52,5.88,0.91,22.87,119
New Delhi,26-08-2021,38.64,143.08,22.54,4.97,0.6,26.98,130
New Delhi,27-08-2021,55.74,183.15,19.7,7.52,0.7,29.6,150
New Delhi,28-08-2021,56.86,176.93,22.39,4.66,1.09,34.39,160
New Delhi,29-08-2021,55.51,135.9,20.07,7.18,0.59,31.29,131
New Delhi,30-08-2021,36.13,75.48,14.92,4.84,0.96,34.66,86
New Delhi,31-08-2021,30.81,50.36,18.57,6.96,0.66,19.74,63
New Delhi,01-09-2021,27.68,48.52,20.45,5.85,0.65,17.49,53
New Delhi,02-09-2021,26.42,45.25,20.94,5.69,0.87,30.76,55
New Delhi,03-09-2021,15.05,42.37,17.31,4.11,1.46,29.05,68
New Delhi,04-09-2021,16.41,31.92,22.31,6.34,2.35,23.97,157
New Delhi,05-09-2021,24.65,39.3,19.2,5.22,1.65,31.31,58
New Delhi,06-09-2021,35.05,104.1,25.41,5.89,0.5,36.16,77
New Delhi,07-09-2021,37.36,92.72,19.42,3.99,0.96,33.37,96
New Delhi,08-09-2021,25.1,67.79,20.25,5.09,0.78,29.11,76
New Delhi,09-09-2021,29.39,61.01,19.73,6.97,0.87,29.15,65
New Delhi,10-09-2021,26.3,51.74,19.63,4.52,0.84,23.13,56
New Delhi,11-09-2021,14.44,45.24,21.09,6.17,0.94,22.9,38
New Delhi,12-09-2021,30.76,64.89,20.26,18.6,1.22,21.55,63
New Delhi,13-09-2021,37.02,66.7,21.76,5.75,0.74,25,75
New Delhi,14-09-2021,26.38,66.91,21.61,7.26,0.96,25.27,60
New Delhi,15-09-2021,15.14,62.95,20.22,6.45,1.11,24.45,66
New Delhi,16-09-2021,23.56,74.67,21.96,5.61,1.03,14.5,82
New Delhi,17-09-2021,20.44,86.49,21.43,6.36,1.24,23.37,70
New Delhi,18-09-2021,32.8,104.14,23.42,5.23,1.15,31.42,97
New Delhi,19-09-2021,28.69,89.72,21.38,5.36,0.99,26.29,101
New Delhi,20-09-2021,22.22,85.53,20.72,6.72,1.11,27.27,84
New Delhi,21-09-2021,36.31,93.62,21.79,8.02,0.98,25.99,90
New Delhi,22-09-2021,31.17,99.19,25.1,6.71,1.31,24.83,91
New Delhi,23-09-2021,34.08,81.5,18.62,6.31,1.28,28.23,88
New Delhi,24-09-2021,29.69,89.66,21.52,9.59,0.82,24.33,84
New Delhi,25-09-2021,50.11,105.61,23.42,5.81,0.89,29.21,101
New Delhi,26-09-2021,48.42,95.86,22.66,7.18,0.76,30.07,97
New Delhi,27-09-2021,82.93,129.03,22.9,6.7,0.87,35,153
New Delhi,28-09-2021,71.54,140.49,24.09,7.48,1,29.81,192
New Delhi,29-09-2021,37.74,94.29,23.66,7.55,0.83,26.42,97
New Delhi,30-09-2021,56.75,106.06,23.84,6.65,0.56,28.23,94
New Delhi,01-10-2021,57.53,130.55,29.85,8.41,0.57,23.86,120
New Delhi,02-10-2021,78.49,142.44,22.53,6.36,0.81,29.14,146
New Delhi,03-10-2021,52.56,134.51,20.2,7.58,0.8,21.04,126
New Delhi,04-10-2021,47.24,106.85,20.37,6.45,0.54,19.57,110
New Delhi,05-10-2021,61.97,147.1,22.5,5.13,0.66,35.02,124
New Delhi,06-10-2021,73.07,139.89,22.81,5.38,1.04,28.29,142
New Delhi,07-10-2021,114.18,189.56,24.76,12.76,0.59,38.25,202
New Delhi,08-10-2021,101.28,220.86,30.98,9.73,1.21,35.69,285
New Delhi,09-10-2021,62.15,214.76,29.26,9.12,0.78,31.01,176
New Delhi,10-10-2021,73.59,230.12,28.85,7.59,1.27,28.6,184
New Delhi,11-10-2021,79.9,213.21,29,8.54,0.96,29.96,195
New Delhi,12-10-2021,95.23,257.71,32.09,7.33,1.21,30.91,202
New Delhi,13-10-2021,111.75,264.42,31.29,6.67,0.82,48.03,216
New Delhi,14-10-2021,142.98,239.16,35.9,9.5,1.59,51.65,313
New Delhi,15-10-2021,111.29,251.25,35.12,6.68,1.4,52.5,274
New Delhi,16-10-2021,178.57,326.42,38.6,9.4,1.9,68.4,322
New Delhi,17-10-2021,179.92,296.56,29.84,9.34,1.91,39.92,257
New Delhi,18-10-2021,71.83,89.93,22.05,4.12,1.71,29.3,192
New Delhi,19-10-2021,92.66,133.3,21.06,7.37,1.23,40.16,127
New Delhi,20-10-2021,142.93,259.05,32.53,7.79,1.49,41.86,303
New Delhi,21-10-2021,120.71,262.84,33.35,7.49,1.45,33.17,284
New Delhi,22-10-2021,91.97,202.75,51.35,7.34,2.28,32.57,234.5
New Delhi,23-10-2021,81.9,151.2,66.6,5.65,1.4,44.6,185
New Delhi,24-10-2021,89.57,137.99,51.99,9.96,1.29,56.75,188
New Delhi,25-10-2021,47.82,100.68,66.92,7.27,1.44,40.25,101
New Delhi,26-10-2021,83.3,170.07,63.99,8,1.96,40.8,154
New Delhi,27-10-2021,125.19,260.5,80.86,8.11,2.14,44.5,268
New Delhi,28-10-2021,166.97,284,84.43,10.82,2.18,36.09,312
New Delhi,29-10-2021,193.68,302.64,87.56,13.11,2.73,51.36,354
New Delhi,30-10-2021,174.94,263.66,88.94,7.11,2.58,47.58,347
New Delhi,31-10-2021,167.59,276.55,77.2,10.99,2.37,52.22,339
New Delhi,01-11-2021,188.92,278.87,96.37,8.6,3.04,59.26,345
New Delhi,02-11-2021,172.05,246.93,87.98,9.43,2.27,55.73,343
New Delhi,03-11-2021,166.74,270.13,101.78,9.21,2.23,13.08,328
New Delhi,04-11-2021,296.67,499.93,76.16,4.03,1.81,7.64,388
New Delhi,05-11-2021,367.68,576.3,58,13.73,1.41,6.52,459
New Delhi,06-11-2021,295.9,530.25,84.76,6.22,1.93,5.89,425
New Delhi,07-11-2021,201.59,357.8,91.46,7.09,1.07,10.14,397
New Delhi,08-11-2021,209.9,333.14,96.97,10.27,1.56,8.71,363
New Delhi,09-11-2021,214.15,344.83,94.98,9.19,1.26,6.07,375
New Delhi,10-11-2021,202.37,347.01,88.68,9.77,1.5,9.42,352
New Delhi,11-11-2021,253.7,432.12,87.37,7.94,2.27,6.87,391
New Delhi,12-11-2021,318.38,524,63.17,10.24,1.23,5.73,417
New Delhi,13-11-2021,277.96,504.38,52.83,7.36,2.51,16.01,448
New Delhi,14-11-2021,158.44,303.1,48.24,8.98,1.38,19.98,334
New Delhi,15-11-2021,201.28,346.77,56.06,10.01,1.53,8.54,342
New Delhi,16-11-2021,217.15,371.52,51.09,10.99,1.85,18.89,382
New Delhi,17-11-2021,171.92,329.96,50.02,12.01,2.52,23.48,358
New Delhi,18-11-2021,179.95,332.98,55.16,11.94,1.67,23.09,325
New Delhi,19-11-2021,204.75,364.03,54.51,14.6,2.07,21.74,367
New Delhi,20-11-2021,190.83,353.59,53.14,14.63,2.25,20.61,346
New Delhi,21-11-2021,183.1,326.47,54.34,9.48,1.18,20.28,353
New Delhi,22-11-2021,154.84,282.87,44.49,9.87,1.18,23.38,336
New Delhi,23-11-2021,125.31,236.42,39.01,11.48,2.12,20.99,293
New Delhi,24-11-2021,158.09,304.71,67.48,13.93,1.47,12.74,274
New Delhi,25-11-2021,236.7,347.79,65.76,14.13,1.7,3.26,376
New Delhi,26-11-2021,199.45,415.45,61.53,15.38,2.16,4.57,360
New Delhi,27-11-2021,258.66,363.36,57.47,12.25,1.98,8.49,402
New Delhi,28-11-2021,303.31,432.37,56.9,12.88,2.04,8.6,416
New Delhi,29-11-2021,260.03,416.95,49.25,14.83,1.33,8.72,404
New Delhi,30-11-2021,213.36,294.81,46.56,13.01,1.67,19.53,372
New Delhi,01-12-2021,237.59,369.4,54.87,11.65,1.98,21.89,374
New Delhi,02-12-2021,313.45,494.29,44.69,6.68,1.66,16.45,441
New Delhi,03-12-2021,200.57,345.53,37.22,11.68,1.3,12.27,359
New Delhi,04-12-2021,147.48,247.97,35.81,9.15,1.23,14.17,360
New Delhi,05-12-2021,163.12,294.97,48.13,17.21,2.26,15.53,279
New Delhi,06-12-2021,161.28,263.39,40.93,15.13,2.14,18.73,353
New Delhi,07-12-2021,132.03,223.54,37.23,19.25,1.76,14.64,298
New Delhi,08-12-2021,140.43,242.51,39.52,12.56,2,16.25,294
New Delhi,09-12-2021,166.79,268.29,45.33,14.9,1.01,10.27,318
New Delhi,10-12-2021,160.11,284.75,48.13,7.49,1.45,15.71,331
New Delhi,11-12-2021,129.36,223.03,40.31,11.29,1.13,18.21,319
New Delhi,12-12-2021,141.73,219.22,44.38,11.87,1.84,17.31,278
New Delhi,13-12-2021,179.54,297.37,43.97,15.79,2.02,19.59,322
New Delhi,14-12-2021,143.49,384.99,48.38,13.93,2.85,25.23,323
New Delhi,15-12-2021,199.72,330.83,46.02,13.39,1.58,16.97,327
New Delhi,16-12-2021,243.89,369.45,51.43,6.83,1.78,14.89,361
New Delhi,17-12-2021,157.97,284.83,35.63,7.99,1.01,25.87,338
New Delhi,18-12-2021,150.21,265.33,32.11,7.85,0.94,18.31,325
New Delhi,19-12-2021,169.68,265.16,37.56,8.86,0.93,20.58,292
New Delhi,20-12-2021,163.75,351.63,40.95,11.03,1.51,18.38,294
New Delhi,21-12-2021,227.86,505.18,47.47,10.82,1.76,18.42,390
New Delhi,22-12-2021,333.3,499.26,49.88,10.58,1.68,19.22,432
New Delhi,23-12-2021,149.42,385.58,61.2,9.63,1.87,26.32,361
New Delhi,24-12-2021,158.91,363.15,49.77,11.18,2.1,19.82,324
